archetype,account_age_days,followers,following,posts_per_day,profile_completeness,follow_burst_rate,posting_variance,engagement_rate,is_fake
active_human,456,61,83,0.48,0.89,0.11,0.34,0.064,0
spambot,3,22,4845,44.7,0.36,0.78,0.97,0.0029,1
follow_bot,23,44,6175,0.18,0.58,0.99,0.41,0.0007,1
follow_bot,13,33,6202,0.78,0.56,0.9,0.79,0.0002,1
compromised_bot,1799,862,5000,20.45,0.81,0.92,0.69,0.0021,1
active_human,248,229,242,0.47,0.72,0.02,0.14,0.0273,0
active_human,369,556,470,2.44,0.94,0.04,0.13,0.099,0
active_human,823,304,391,0.78,0.9,0.07,0.15,0.0676,0
creator_human,2401,7795,764,3.59,0.93,0.07,0.26,0.038,0
active_human,631,2763,2306,0.59,0.74,0.12,0.35,0.0997,0
lurker_human,596,40,131,0.02,0.6,0.11,0.25,0.0493,0
active_human,257,143,167,1.68,0.88,0.0,0.3,0.0758,0
follow_bot,55,111,7916,1.23,0.43,0.89,0.41,0.0,1
creator_human,1523,5592,340,4.46,0.85,0.13,0.31,0.0692,0
creator_human,1534,11988,173,3.93,0.97,0.1,0.23,0.0796,0
lurker_human,472,32,206,0.14,0.4,0.09,0.2,0.0561,0
lurker_human,249,24,63,0.14,0.72,0.07,0.23,0.0527,0
compromised_bot,1442,280,6938,26.45,0.76,0.66,0.74,0.0023,1
follow_bot,11,28,3231,0.84,0.24,0.88,0.76,0.001,1
spambot,1,15,2215,44.84,0.39,0.83,0.93,0.0001,1
compromised_bot,892,1256,7171,23.44,0.54,0.89,0.83,0.0054,1
active_human,459,63,70,1.7,0.7,0.16,0.14,0.0733,0
spambot,1,12,2729,37.66,0.32,0.95,0.88,0.0011,1
follow_bot,20,169,6264,0.72,0.51,0.85,0.63,0.0012,1
compromised_bot,1324,942,5870,41.64,0.56,0.86,0.82,0.0041,1
active_human,402,274,296,1.3,0.79,0.0,0.25,0.0411,0
active_human,1807,300,346,1.07,0.66,0.12,0.19,0.1133,0
active_human,599,343,385,2.46,0.91,0.18,0.12,0.0798,0
compromised_bot,1911,1072,5061,27.88,0.58,0.77,0.71,0.0079,1
follow_bot,47,143,7053,1.22,0.52,0.94,0.53,0.0008,1
active_human,721,219,255,2.36,0.89,0.02,0.13,0.0695,0
compromised_bot,1792,556,6821,21.9,0.52,0.8,0.78,0.001,1
active_human,1164,383,358,0.38,0.96,0.04,0.2,0.0395,0
active_human,159,314,332,1.14,0.52,0.2,0.39,0.0797,0
active_human,410,324,476,0.53,0.84,0.07,0.19,0.1094,0
active_human,640,340,459,2.02,0.95,0.11,0.27,0.111,0
spambot,9,51,1920,28.43,0.23,0.91,0.81,0.0015,1
spambot,16,8,1827,46.48,0.3,0.86,0.95,0.0006,1
spambot,22,45,7014,40.3,0.24,0.81,0.93,0.0015,1
active_human,688,2379,1734,1.28,0.74,0.22,0.29,0.1173,0
spambot,41,18,7170,36.42,0.15,0.75,0.83,0.0015,1
active_human,520,125,130,1.03,0.84,0.13,0.34,0.0608,0
follow_bot,52,142,4105,0.77,0.46,0.97,0.55,0.0018,1
active_human,752,103,96,1.83,0.94,0.4,0.38,0.0506,0
active_human,1010,437,332,1.04,0.66,0.02,0.35,0.0922,0
active_human,729,154,155,0.57,0.93,0.02,0.34,0.0349,0
active_human,120,1749,2099,0.64,0.95,0.02,0.33,0.0234,0
follow_bot,30,182,8187,0.55,0.35,0.9,0.75,0.0012,1
spambot,5,59,6159,26.27,0.34,0.8,0.85,0.0021,1
compromised_bot,1058,507,6642,20.46,0.61,0.89,0.85,0.0033,1
creator_human,927,13945,693,4.32,0.97,0.24,0.19,0.0556,0
active_human,539,103,174,0.51,0.87,0.07,0.27,0.0541,0
spambot,18,59,2940,45.9,0.34,0.81,0.96,0.0005,1
follow_bot,54,123,7715,0.63,0.49,0.92,0.62,0.0017,1
active_human,458,380,488,2.47,0.82,0.05,0.27,0.0945,0
compromised_bot,974,1203,5300,11.13,0.62,0.66,0.75,0.0045,1
active_human,757,162,193,0.78,0.83,0.09,0.19,0.0773,0
lurker_human,293,122,84,0.11,0.71,0.08,0.21,0.0336,0
active_human,310,654,943,0.91,0.44,0.06,0.23,0.041,0
follow_bot,29,136,3468,0.72,0.41,0.89,0.74,0.001,1
creator_human,886,12166,443,3.12,0.98,0.06,0.22,0.1185,0
spambot,4,6,1563,28.17,0.31,0.8,0.82,0.0006,1
lurker_human,344,102,148,0.12,0.66,0.11,0.08,0.048,0
spambot,4,64,3032,64.02,0.25,0.87,0.86,0.001,1
active_human,1040,211,236,0.7,0.91,0.03,0.22,0.0734,0
compromised_bot,1588,235,5556,14.65,0.54,0.75,0.82,0.0012,1
active_human,302,452,611,2.5,0.54,0.14,0.15,0.1148,0
lurker_human,163,27,208,0.02,0.66,0.09,0.21,0.0466,0
active_human,369,341,486,0.38,0.56,0.16,0.29,0.0266,0
creator_human,1717,16436,806,2.5,0.9,0.05,0.33,0.1233,0
spambot,3,63,6940,61.22,0.32,0.87,0.97,0.0017,1
creator_human,747,3079,804,3.62,0.97,0.16,0.15,0.1064,0
spambot,5,56,4750,29.91,0.18,0.76,0.88,0.0028,1
creator_human,1773,3299,171,3.22,0.91,0.05,0.26,0.1487,0
active_human,394,319,375,2.34,0.88,0.06,0.28,0.0925,0
active_human,419,154,201,0.97,0.76,0.09,0.22,0.0669,0
creator_human,1290,26280,586,2.82,0.9,0.18,0.24,0.0398,0
active_human,834,361,399,0.85,0.8,0.18,0.35,0.0845,0
follow_bot,44,87,8866,0.96,0.24,0.93,0.43,0.0011,1
creator_human,1410,25078,130,1.24,0.99,0.14,0.19,0.1002,0
active_human,381,528,723,1.74,0.6,0.03,0.39,0.0964,0
active_human,582,346,366,0.74,0.7,0.03,0.29,0.0855,0
active_human,474,276,286,2.28,0.73,0.25,0.15,0.1141,0
creator_human,712,47295,416,1.24,0.94,0.17,0.16,0.0783,0
lurker_human,508,20,158,0.06,0.55,0.1,0.09,0.041,0
lurker_human,928,143,385,0.1,0.68,0.12,0.21,0.0537,0
active_human,315,217,249,2.19,0.65,0.01,0.4,0.1135,0
lurker_human,384,28,348,0.09,0.44,0.01,0.06,0.0583,0
active_human,515,207,294,1.69,0.79,0.17,0.33,0.064,0
spambot,10,42,3958,23.97,0.34,0.86,0.79,0.0002,1
spambot,3,46,4151,42.06,0.4,0.92,0.94,0.0013,1
active_human,795,413,280,1.0,0.93,0.21,0.35,0.0924,0
compromised_bot,2038,226,5565,25.06,0.78,0.79,0.68,0.0012,1
active_human,350,352,250,1.82,0.74,0.11,0.34,0.0272,0
active_human,699,370,529,1.14,0.92,0.22,0.27,0.1143,0
active_human,840,426,354,0.63,0.79,0.14,0.18,0.0673,0
creator_human,1104,6384,267,2.04,0.97,0.12,0.18,0.0785,0
creator_human,1257,9817,1149,1.17,0.99,0.19,0.34,0.0601,0
spambot,25,44,3924,25.52,0.2,0.86,0.86,0.0022,1
active_human,481,589,402,1.36,0.87,0.19,0.36,0.0458,0
compromised_bot,1113,1004,5113,11.19,0.55,0.71,0.83,0.0026,1
compromised_bot,2182,1349,5209,18.72,0.74,0.94,0.82,0.0044,1
creator_human,1365,9532,406,3.28,0.9,0.1,0.25,0.0559,0
lurker_human,938,113,138,0.04,0.41,0.03,0.29,0.0331,0
follow_bot,50,97,7713,0.13,0.3,0.92,0.65,0.0003,1
spambot,7,25,2404,19.9,0.34,0.78,0.94,0.0012,1
spambot,41,40,4094,53.51,0.33,0.78,0.87,0.0001,1
active_human,403,230,282,2.02,0.85,0.1,0.26,0.0336,0
spambot,24,36,5234,31.52,0.4,0.73,0.76,0.0015,1
active_human,482,199,266,0.3,0.87,0.23,0.25,0.0946,0
lurker_human,713,96,398,0.08,0.71,0.11,0.16,0.0328,0
lurker_human,741,60,93,0.1,0.62,0.07,0.09,0.0117,0
active_human,548,413,326,1.5,0.9,0.15,0.27,0.0572,0
follow_bot,57,34,8247,0.93,0.34,0.98,0.69,0.0002,1
creator_human,1386,6424,544,3.19,0.98,0.09,0.3,0.0625,0
follow_bot,34,137,6839,1.01,0.55,0.91,0.71,0.0003,1
spambot,21,30,6747,54.68,0.29,0.96,0.78,0.0004,1
follow_bot,14,125,5676,1.45,0.47,1.0,0.61,0.0004,1
lurker_human,379,57,128,0.12,0.55,0.07,0.2,0.0433,0
active_human,585,418,479,1.5,0.66,0.05,0.26,0.0938,0
spambot,11,35,4524,28.25,0.23,0.7,0.84,0.0024,1
lurker_human,518,125,86,0.07,0.73,0.01,0.22,0.0526,0
compromised_bot,1134,1246,7866,11.53,0.67,0.69,0.85,0.0018,1
lurker_human,449,88,181,0.1,0.46,0.04,0.25,0.033,0
compromised_bot,2064,364,7920,32.47,0.84,0.83,0.69,0.0037,1
active_human,880,557,436,2.3,0.91,0.14,0.21,0.1181,0
active_human,542,202,161,2.11,0.86,0.04,0.35,0.0666,0
active_human,410,395,394,1.83,0.88,0.07,0.4,0.0823,0
spambot,12,20,4292,59.7,0.12,0.87,0.84,0.0012,1
follow_bot,53,79,8234,0.48,0.39,0.91,0.54,0.0002,1
lurker_human,904,45,383,0.02,0.75,0.07,0.06,0.0371,0
follow_bot,17,197,8383,0.61,0.31,0.88,0.42,0.0004,1
lurker_human,246,52,122,0.1,0.52,0.05,0.25,0.0376,0
compromised_bot,1278,1237,7663,29.36,0.62,0.72,0.84,0.0017,1
lurker_human,328,140,88,0.11,0.48,0.04,0.19,0.0592,0
active_human,624,476,337,0.33,0.86,0.1,0.13,0.043,0
active_human,332,871,1009,2.29,0.89,0.02,0.24,0.0645,0
lurker_human,539,108,138,0.06,0.71,0.02,0.2,0.0575,0
lurker_human,274,25,305,0.04,0.41,0.04,0.12,0.0537,0
follow_bot,44,105,3460,0.42,0.46,0.87,0.68,0.0,1
spambot,28,27,4980,56.45,0.37,0.89,0.86,0.0008,1
follow_bot,40,96,8340,0.85,0.59,0.9,0.78,0.0001,1
compromised_bot,1947,999,7350,11.97,0.83,0.71,0.69,0.0044,1
active_human,501,259,340,1.92,0.82,0.16,0.36,0.076,0
active_human,501,130,143,1.52,0.81,0.36,0.38,0.0737,0
active_human,1131,635,870,2.39,0.74,0.06,0.37,0.0716,0
spambot,2,17,4318,58.89,0.38,0.72,0.8,0.002,1
lurker_human,257,142,238,0.01,0.52,0.1,0.12,0.0267,0
spambot,2,25,6754,25.73,0.26,0.89,0.95,0.0029,1
creator_human,1050,13639,615,1.19,0.91,0.12,0.28,0.0943,0
creator_human,601,10676,402,1.35,0.97,0.15,0.24,0.0636,0
follow_bot,32,43,4193,0.48,0.42,0.89,0.56,0.0018,1
follow_bot,14,93,3044,1.29,0.54,0.85,0.61,0.0004,1
active_human,280,150,130,2.18,0.92,0.06,0.16,0.0698,0
compromised_bot,2429,1470,5235,38.19,0.83,0.86,0.82,0.0073,1
compromised_bot,2086,695,4133,29.46,0.72,0.95,0.88,0.0038,1
active_human,391,164,259,2.11,0.86,0.06,0.27,0.0868,0
active_human,507,97,110,1.08,0.72,0.2,0.21,0.0868,0
lurker_human,1356,34,107,0.14,0.63,0.06,0.22,0.0301,0
active_human,362,381,330,0.28,0.79,0.23,0.19,0.0579,0
spambot,4,56,7242,34.32,0.28,0.89,0.92,0.0011,1
creator_human,1125,23983,387,4.48,0.88,0.09,0.26,0.131,0
spambot,20,30,3760,41.3,0.1,0.83,0.83,0.002,1
creator_human,810,7093,1169,2.03,0.99,0.14,0.2,0.068,0
spambot,16,24,4035,44.7,0.44,0.83,0.94,0.0023,1
lurker_human,584,48,370,0.12,0.62,0.04,0.23,0.012,0
spambot,23,42,2280,19.75,0.18,0.81,0.88,0.0007,1
active_human,980,100,183,1.46,0.93,0.14,0.31,0.1103,0
compromised_bot,1082,1156,3951,20.0,0.8,0.92,0.79,0.0032,1
active_human,438,349,501,0.84,0.79,0.1,0.35,0.0409,0
active_human,781,1135,1519,1.91,0.93,0.14,0.38,0.0776,0
active_human,438,153,190,0.53,0.89,0.16,0.38,0.0284,0
lurker_human,646,68,164,0.07,0.63,0.04,0.21,0.0369,0
creator_human,1274,7794,315,1.74,0.88,0.11,0.29,0.1367,0
spambot,27,67,6582,23.77,0.33,0.91,0.81,0.0021,1
lurker_human,311,132,65,0.04,0.66,0.1,0.25,0.0291,0
active_human,415,516,673,2.47,0.81,0.02,0.3,0.0684,0
spambot,29,62,6102,31.47,0.25,0.97,0.84,0.0011,1
spambot,9,64,7369,59.72,0.28,0.88,0.76,0.0021,1
spambot,7,45,4378,60.75,0.25,0.88,0.76,0.0012,1
follow_bot,15,38,6744,0.68,0.57,0.93,0.76,0.0018,1
compromised_bot,1659,772,5585,33.84,0.73,0.83,0.81,0.0029,1
compromised_bot,2434,657,6701,26.68,0.65,0.88,0.68,0.0025,1
active_human,822,67,100,2.23,0.79,0.04,0.39,0.0567,0
active_human,797,264,390,0.61,0.93,0.13,0.14,0.0726,0
follow_bot,56,124,8650,0.53,0.56,0.88,0.64,0.0011,1
active_human,1333,146,134,2.35,0.36,0.03,0.12,0.0729,0
creator_human,1692,7028,692,1.57,0.86,0.11,0.18,0.1259,0
active_human,369,751,505,0.98,0.81,0.09,0.26,0.0442,0
active_human,912,193,191,2.24,0.94,0.18,0.28,0.0593,0
active_human,508,83,118,1.47,0.83,0.11,0.32,0.0814,0
spambot,2,63,6338,30.97,0.22,0.84,0.82,0.0013,1
active_human,760,808,669,0.41,0.45,0.08,0.22,0.0748,0
active_human,1284,84,89,2.23,0.77,0.17,0.33,0.1121,0
creator_human,1602,29367,760,2.67,0.85,0.11,0.24,0.043,0
active_human,1244,196,218,1.3,0.64,0.16,0.28,0.053,0
compromised_bot,2234,251,6955,38.45,0.82,0.66,0.64,0.0016,1
active_human,1407,126,204,0.58,0.67,0.15,0.13,0.0367,0
active_human,326,377,378,1.43,0.89,0.1,0.18,0.0357,0
active_human,341,57,65,2.17,0.85,0.18,0.33,0.0926,0
active_human,585,750,793,0.54,0.83,0.08,0.16,0.0616,0
active_human,389,150,168,1.42,0.95,0.05,0.1,0.0505,0
creator_human,1537,22918,837,3.14,0.93,0.07,0.31,0.1468,0
active_human,580,518,426,2.32,0.95,0.04,0.1,0.0593,0
follow_bot,39,69,8527,1.07,0.28,0.92,0.63,0.0014,1
follow_bot,43,100,5968,1.26,0.36,0.95,0.55,0.0014,1
active_human,438,97,100,1.34,0.96,0.03,0.34,0.0698,0
lurker_human,550,103,397,0.12,0.64,0.08,0.17,0.0473,0
active_human,1361,245,365,0.82,0.73,0.39,0.3,0.1129,0
active_human,310,1023,913,1.43,0.79,0.05,0.26,0.0966,0
active_human,334,38,91,2.31,0.74,0.04,0.39,0.1006,0
active_human,1203,317,334,1.25,0.93,0.02,0.37,0.0587,0
follow_bot,17,135,8326,1.48,0.44,0.89,0.57,0.0005,1
active_human,606,471,495,1.66,0.73,0.02,0.26,0.062,0
compromised_bot,930,799,7579,32.19,0.53,0.76,0.73,0.0048,1
compromised_bot,1337,695,6583,14.63,0.71,0.87,0.74,0.0027,1
creator_human,2853,9511,1023,4.05,0.91,0.21,0.29,0.0374,0
compromised_bot,1294,554,3844,24.89,0.71,0.82,0.77,0.0028,1
creator_human,758,64465,698,1.17,0.94,0.06,0.29,0.1104,0
active_human,243,456,632,0.85,0.74,0.17,0.39,0.1159,0
spambot,6,13,4044,64.43,0.12,0.94,0.84,0.0013,1
follow_bot,31,55,6937,1.43,0.48,0.96,0.7,0.0001,1
active_human,276,93,162,1.53,0.46,0.03,0.37,0.0707,0
spambot,15,37,3755,21.81,0.19,0.83,0.84,0.0027,1
creator_human,1379,5522,508,3.89,0.97,0.18,0.2,0.0425,0
active_human,557,368,347,1.46,0.8,0.11,0.12,0.0548,0
compromised_bot,806,517,3685,32.7,0.83,0.91,0.84,0.0077,1
active_human,351,305,431,1.21,0.71,0.05,0.11,0.1092,0
spambot,2,76,5251,55.24,0.38,0.73,0.82,0.0023,1
lurker_human,734,35,76,0.14,0.54,0.04,0.13,0.0526,0
lurker_human,737,57,247,0.09,0.65,0.1,0.28,0.0306,0
spambot,2,64,2232,62.17,0.16,0.88,0.95,0.0027,1
active_human,150,356,521,1.62,0.87,0.01,0.28,0.0914,0
active_human,293,456,638,0.42,0.81,0.07,0.15,0.0393,0
spambot,1,65,3139,58.94,0.12,0.82,0.77,0.0028,1
active_human,410,277,368,0.4,0.8,0.04,0.32,0.0833,0
creator_human,1540,13372,1172,4.32,0.96,0.22,0.3,0.1144,0
spambot,20,47,4564,36.18,0.2,0.74,0.86,0.0027,1
spambot,1,51,3314,61.77,0.39,0.9,0.79,0.001,1
creator_human,1215,4664,802,1.05,0.97,0.12,0.22,0.0703,0
lurker_human,866,143,219,0.06,0.63,0.09,0.12,0.0148,0
follow_bot,39,194,7176,0.9,0.51,0.94,0.7,0.0002,1
follow_bot,56,66,7709,1.0,0.41,0.88,0.71,0.0019,1
active_human,285,241,240,1.3,0.72,0.02,0.27,0.0715,0
lurker_human,699,26,200,0.1,0.63,0.06,0.07,0.0576,0
follow_bot,21,56,3801,0.35,0.57,0.91,0.59,0.0008,1
active_human,839,481,406,0.88,0.6,0.26,0.23,0.106,0
active_human,386,493,374,2.46,0.94,0.17,0.19,0.1061,0
lurker_human,247,133,234,0.15,0.53,0.09,0.14,0.0298,0
active_human,375,164,117,2.34,0.8,0.14,0.38,0.037,0
active_human,512,189,191,2.1,0.55,0.19,0.14,0.074,0
spambot,3,6,7112,46.03,0.28,0.78,0.78,0.0022,1
active_human,571,215,291,0.61,0.92,0.19,0.24,0.0643,0
lurker_human,1108,35,94,0.11,0.61,0.08,0.19,0.0113,0
compromised_bot,2188,1076,7193,13.68,0.53,0.89,0.73,0.0066,1
active_human,130,413,539,1.23,0.63,0.07,0.29,0.0419,0
spambot,16,56,7246,24.68,0.33,0.73,0.95,0.0007,1
lurker_human,323,121,140,0.05,0.41,0.12,0.13,0.0457,0
lurker_human,339,53,345,0.07,0.74,0.02,0.24,0.0265,0
active_human,641,87,82,0.72,0.73,0.19,0.28,0.0476,0
compromised_bot,1671,741,5049,28.35,0.63,0.67,0.78,0.0071,1
spambot,8,26,4493,41.32,0.33,0.74,0.91,0.0011,1
active_human,635,985,1396,0.26,0.77,0.02,0.18,0.0227,0
spambot,14,7,4425,27.31,0.22,0.9,0.88,0.0026,1
active_human,560,5553,7471,2.34,0.82,0.04,0.38,0.0969,0
follow_bot,58,199,8902,0.16,0.3,1.0,0.47,0.0009,1
creator_human,1366,16139,236,2.48,0.94,0.22,0.24,0.127,0
spambot,9,72,7209,16.56,0.41,0.92,0.81,0.0029,1
active_human,469,395,395,1.94,0.62,0.14,0.23,0.0869,0
spambot,9,6,5322,50.79,0.18,0.7,0.86,0.0005,1
active_human,883,136,197,0.53,0.96,0.29,0.31,0.0253,0
spambot,13,18,6337,19.52,0.34,0.77,0.84,0.0015,1
spambot,3,60,4816,29.56,0.15,0.88,0.91,0.0028,1
compromised_bot,1895,1213,6731,36.36,0.75,0.67,0.83,0.0045,1
creator_human,1026,20685,418,3.04,0.87,0.2,0.16,0.1191,0
follow_bot,47,59,5115,1.14,0.55,0.88,0.8,0.0003,1
creator_human,838,81816,404,1.15,0.91,0.18,0.23,0.15,0
active_human,110,142,120,1.02,0.94,0.13,0.28,0.0946,0
spambot,4,18,4871,33.29,0.42,0.86,0.92,0.0026,1
compromised_bot,1132,554,7130,31.58,0.83,0.81,0.74,0.0025,1
spambot,3,6,5478,36.07,0.33,0.96,0.98,0.0005,1
active_human,564,732,877,2.43,0.42,0.15,0.1,0.0667,0
spambot,11,61,3392,37.54,0.44,0.78,0.77,0.0013,1
lurker_human,300,87,383,0.02,0.58,0.1,0.22,0.0585,0
active_human,647,64,79,0.58,0.86,0.13,0.3,0.0382,0
follow_bot,7,74,6393,0.16,0.43,0.87,0.53,0.0013,1
active_human,946,105,103,0.54,0.75,0.04,0.15,0.0679,0
active_human,484,83,148,0.88,0.71,0.1,0.19,0.043,0
active_human,588,190,220,1.65,0.95,0.08,0.38,0.0244,0
spambot,1,49,5667,60.27,0.2,0.72,0.87,0.0009,1
lurker_human,772,63,203,0.12,0.63,0.05,0.22,0.0483,0
creator_human,1482,21556,1013,3.05,0.97,0.13,0.19,0.1005,0
follow_bot,26,46,5960,0.23,0.41,0.92,0.49,0.0006,1
active_human,410,229,180,0.75,0.59,0.06,0.12,0.0281,0
spambot,7,49,4972,23.5,0.19,0.82,0.83,0.0018,1
active_human,903,192,255,2.25,0.85,0.21,0.15,0.112,0
spambot,30,73,2268,34.27,0.16,0.77,0.92,0.0026,1
active_human,406,259,332,1.93,0.65,0.15,0.3,0.0981,0
lurker_human,372,143,232,0.04,0.48,0.1,0.18,0.0449,0
lurker_human,284,124,234,0.09,0.45,0.05,0.13,0.0207,0
compromised_bot,1075,279,7139,28.1,0.71,0.92,0.62,0.0068,1
compromised_bot,1886,793,4928,34.73,0.84,0.75,0.86,0.0012,1
active_human,582,174,262,1.91,0.9,0.06,0.39,0.0729,0
active_human,1121,271,261,0.5,0.79,0.07,0.38,0.0584,0
spambot,49,34,2883,58.14,0.25,0.91,0.82,0.001,1
active_human,922,314,303,0.63,0.8,0.07,0.3,0.1116,0
compromised_bot,1531,884,3834,37.09,0.82,0.83,0.62,0.0038,1
active_human,448,88,110,1.84,0.98,0.04,0.34,0.0643,0
lurker_human,271,94,173,0.07,0.61,0.12,0.27,0.024,0
lurker_human,755,72,136,0.03,0.6,0.09,0.23,0.0471,0
active_human,576,361,501,1.27,0.84,0.1,0.33,0.0754,0
compromised_bot,2318,474,6495,42.64,0.64,0.91,0.87,0.0073,1
follow_bot,45,70,3416,0.57,0.51,0.88,0.59,0.0011,1
creator_human,1309,22192,777,3.89,0.93,0.07,0.2,0.0714,0
creator_human,883,6212,1061,1.42,0.92,0.14,0.26,0.1062,0
compromised_bot,2428,462,7540,12.51,0.63,0.66,0.65,0.0018,1
follow_bot,53,46,8274,0.47,0.47,0.96,0.45,0.0016,1
active_human,966,644,759,1.4,0.99,0.12,0.12,0.1026,0
compromised_bot,2324,1432,3977,25.07,0.54,0.88,0.7,0.0019,1
creator_human,1378,16218,537,3.11,0.91,0.09,0.31,0.054,0
active_human,587,186,176,2.21,0.73,0.37,0.35,0.0679,0
compromised_bot,2397,1211,6021,25.87,0.55,0.87,0.83,0.007,1
active_human,966,251,193,1.2,0.94,0.01,0.12,0.1164,0
active_human,476,103,77,2.05,0.99,0.05,0.14,0.0445,0
active_human,719,292,408,1.26,0.62,0.05,0.25,0.1065,0
active_human,445,53,81,0.83,0.74,0.03,0.3,0.066,0
active_human,401,456,423,0.69,0.64,0.1,0.29,0.0797,0
compromised_bot,2108,1208,5432,43.95,0.84,0.72,0.67,0.0036,1
active_human,839,68,135,0.84,0.86,0.12,0.29,0.0584,0
active_human,775,253,329,2.26,0.78,0.03,0.13,0.0316,0
compromised_bot,2231,1217,6220,11.9,0.74,0.84,0.73,0.0027,1
lurker_human,479,30,230,0.11,0.7,0.06,0.27,0.0423,0
active_human,652,145,201,0.97,0.71,0.12,0.15,0.0741,0
active_human,656,122,168,2.13,0.69,0.16,0.33,0.0801,0
compromised_bot,1711,993,5596,24.31,0.82,0.74,0.6,0.0024,1
active_human,874,360,307,0.66,0.87,0.03,0.3,0.0806,0
active_human,723,390,289,1.15,0.75,0.11,0.26,0.0781,0
spambot,12,46,7104,49.08,0.26,0.73,0.91,0.0017,1
active_human,221,186,189,2.25,0.81,0.06,0.21,0.0539,0
compromised_bot,1110,520,4171,29.79,0.7,0.72,0.78,0.0034,1
creator_human,1293,55466,241,4.19,0.93,0.15,0.24,0.0333,0
active_human,698,135,125,1.86,0.93,0.14,0.2,0.1159,0
creator_human,1657,1728,474,1.36,0.96,0.16,0.24,0.1129,0
active_human,832,570,545,2.39,0.9,0.02,0.38,0.1085,0
lurker_human,531,139,345,0.02,0.46,0.12,0.11,0.0292,0
lurker_human,661,34,328,0.14,0.59,0.06,0.25,0.05,0
active_human,1563,231,278,0.75,0.64,0.11,0.32,0.0502,0
active_human,704,187,202,1.69,0.85,0.11,0.26,0.0291,0
creator_human,1427,8357,1093,1.17,0.89,0.22,0.32,0.0748,0
active_human,321,144,151,0.32,0.79,0.28,0.21,0.0395,0
compromised_bot,866,288,3578,41.43,0.57,0.68,0.72,0.0027,1
creator_human,1279,40757,1102,1.97,0.95,0.13,0.22,0.0647,0
active_human,277,462,623,0.87,0.57,0.05,0.38,0.0838,0
active_human,282,349,481,1.86,0.75,0.02,0.2,0.0786,0
active_human,1085,259,306,1.14,0.55,0.01,0.19,0.0482,0
active_human,150,291,224,1.42,0.9,0.08,0.32,0.0695,0
active_human,733,132,118,0.38,0.92,0.07,0.39,0.0548,0
lurker_human,1062,92,383,0.04,0.64,0.03,0.28,0.0395,0
follow_bot,35,100,8253,1.05,0.48,0.92,0.57,0.0004,1
active_human,363,234,161,2.09,0.73,0.11,0.22,0.0515,0
active_human,400,124,135,0.77,0.8,0.17,0.15,0.047,0
lurker_human,687,147,297,0.09,0.62,0.02,0.1,0.0362,0
active_human,628,36,41,0.9,0.89,0.08,0.12,0.063,0
active_human,755,634,528,2.09,0.92,0.33,0.13,0.0719,0
active_human,487,588,614,2.42,0.54,0.07,0.21,0.0846,0
follow_bot,15,175,6353,0.63,0.53,1.0,0.79,0.0013,1
active_human,567,213,163,0.44,0.98,0.32,0.32,0.0769,0
spambot,21,58,3983,25.02,0.34,0.94,0.85,0.0029,1
active_human,178,89,90,1.56,0.67,0.19,0.31,0.0221,0
creator_human,1264,17667,139,3.95,0.87,0.07,0.17,0.0887,0
active_human,708,306,276,0.68,0.48,0.02,0.3,0.1152,0
lurker_human,756,86,192,0.14,0.54,0.04,0.29,0.0414,0
active_human,805,118,151,0.74,0.73,0.01,0.28,0.1046,0
active_human,756,112,122,1.13,0.9,0.05,0.19,0.0655,0
spambot,38,56,4903,37.22,0.41,0.8,0.87,0.0027,1
follow_bot,40,191,3218,0.77,0.26,0.94,0.76,0.0019,1
spambot,5,73,3224,59.44,0.23,0.75,0.96,0.0027,1
active_human,606,287,307,0.63,0.91,0.11,0.28,0.1025,0
active_human,736,131,162,1.18,0.47,0.22,0.36,0.0891,0
follow_bot,14,29,3925,1.48,0.29,0.95,0.51,0.0013,1
active_human,572,358,277,0.46,0.66,0.05,0.4,0.0692,0
lurker_human,863,24,169,0.09,0.62,0.04,0.23,0.0289,0
spambot,3,30,7259,58.97,0.15,0.96,0.88,0.0021,1
follow_bot,14,97,6895,1.1,0.31,0.94,0.57,0.0,1
follow_bot,15,136,3238,0.35,0.49,0.98,0.43,0.0016,1
follow_bot,56,36,5137,0.43,0.24,0.86,0.41,0.0009,1
lurker_human,704,77,313,0.11,0.49,0.11,0.1,0.0466,0
active_human,383,383,491,0.75,0.68,0.1,0.39,0.1041,0
active_human,613,515,426,0.95,0.87,0.13,0.34,0.0954,0
follow_bot,46,157,3368,0.86,0.43,0.94,0.74,0.0008,1
lurker_human,321,140,382,0.08,0.44,0.04,0.16,0.0476,0
spambot,16,14,7338,16.88,0.28,0.76,0.87,0.0004,1
lurker_human,360,146,128,0.04,0.61,0.07,0.21,0.0179,0
active_human,583,47,79,0.42,0.88,0.07,0.4,0.1186,0
active_human,370,93,82,1.24,0.9,0.06,0.12,0.109,0
active_human,492,182,175,2.14,0.52,0.03,0.13,0.0849,0
lurker_human,331,99,371,0.09,0.53,0.03,0.16,0.0214,0
follow_bot,37,105,5236,0.87,0.3,0.89,0.55,0.0003,1
active_human,864,368,309,2.25,0.81,0.1,0.32,0.0628,0
spambot,11,73,2265,34.01,0.12,0.98,0.9,0.0028,1
active_human,326,180,261,1.5,0.95,0.04,0.12,0.0645,0
spambot,25,28,1778,24.47,0.2,0.87,0.94,0.0007,1
lurker_human,1084,38,107,0.14,0.61,0.08,0.29,0.0215,0
